First_Party_Domain_1,First_Party_Domain_2,Distance
2gis.ae,cloudflare.net,1.7320508075688772
2gis.ae,cloudflare.net,1.4142135623730951
2gis.ae,cloudinary.com,1.0
2gis.ae,code.org,1.7320508075688772
2gis.ae,coomer.su,3.3166247903554
2gis.ae,corporate.jd.com,2.8284271247461903
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.708203932499369
2gis.ae,currently.att.yahoo.com,6.6332495807108
2gis.ae,dan.com,2.6457513110645907
2gis.ae,danbooru.donmai.us,2.8284271247461903
2gis.ae,dantri.com.vn,3.605551275463989
9animetv.to,9animetv.to,0.0
9animetv.to,9animetv.to,1.0
9animetv.to,about.readthedocs.com,2.8284271247461903
9animetv.to,account.dyn.com,2.8284271247461903
9animetv.to,actu.fr,2.8284271247461903
9animetv.to,adroll.com,2.0
9animetv.to,adroll.com,2.23606797749979
9animetv.to,frame91-www.google.com,3.3166247903554
9animetv.to,akismet.com,2.23606797749979
9animetv.to,aniwave.to,2.8284271247461903
9animetv.to,aniwave.to,3.0
9animetv.to,anydesk.com,2.449489742783178
9animetv.to,anydesk.com,2.449489742783178
9animetv.to,anydesk.com,2.6457513110645907
9animetv.to,apache.org,3.4641016151377544
9animetv.to,api.whatsapp.com,3.3166247903554
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,3.0
9animetv.to,archive.org,3.3166247903554
9animetv.to,archiveofourown.org,3.605551275463989
9animetv.to,asuratoon.com,2.0
9animetv.to,asuratoon.com,2.0
9animetv.to,asuratoon.com,2.0
9animetv.to,asuratoon.com,2.23606797749979
9animetv.to,aternos.org,3.1622776601683795
9animetv.to,azure.microsoft.com,2.449489742783178
9animetv.to,azure.microsoft.com,2.6457513110645907
9animetv.to,bato.to,2.6457513110645907
9animetv.to,bato.to,2.8284271247461903
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,beget.com,1.7320508075688772
9animetv.to,betnacional.com,2.449489742783178
9animetv.to,bidmachine.io,2.449489742783178
9animetv.to,bigo.sg,2.6457513110645907
9animetv.to,bitly.com,2.449489742783178
9animetv.to,brainly.co.id,2.23606797749979
9animetv.to,bumble.com,2.0
9animetv.to,bumble.com,2.23606797749979
9animetv.to,byjus.com,1.4142135623730951
9animetv.to,byjus.com,1.7320508075688772
9animetv.to,cardgames.io,3.3166247903554
9animetv.to,cdiscount.com,3.0
9animetv.to,cdiscount.com,3.0
9animetv.to,cdiscount.com,3.1622776601683795
9animetv.to,character.ai,3.605551275463989
9animetv.to,chartbeat.com,2.449489742783178
9animetv.to,chartbeat.com,2.449489742783178
9animetv.to,chartbeat.com,2.449489742783178
9animetv.to,chartbeat.com,2.6457513110645907
9animetv.to,chicago.craigslist.org,3.0
9animetv.to,cloudflare.net,2.0
9animetv.to,cloudflare.net,2.0
9animetv.to,cloudflare.net,2.0
9animetv.to,cloudflare.net,2.23606797749979
9animetv.to,cloudinary.com,2.0
9animetv.to,code.org,2.449489742783178
9animetv.to,coomer.su,3.7416573867739413
9animetv.to,corporate.jd.com,3.3166247903554
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,dan.com,3.1622776601683795
9animetv.to,danbooru.donmai.us,3.3166247903554
9animetv.to,dantri.com.vn,2.8284271247461903
9animetv.to,9animetv.to,1.0
9animetv.to,about.readthedocs.com,2.8284271247461903
9animetv.to,account.dyn.com,2.8284271247461903
9animetv.to,actu.fr,2.8284271247461903
9animetv.to,adroll.com,2.0
9animetv.to,adroll.com,2.23606797749979
9animetv.to,frame91-www.google.com,3.3166247903554
9animetv.to,akismet.com,2.23606797749979
9animetv.to,aniwave.to,2.8284271247461903
9animetv.to,aniwave.to,3.0
9animetv.to,anydesk.com,2.449489742783178
9animetv.to,anydesk.com,2.449489742783178
9animetv.to,anydesk.com,2.6457513110645907
9animetv.to,apache.org,3.4641016151377544
9animetv.to,api.whatsapp.com,3.3166247903554
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,apnews.com,3.0
9animetv.to,archive.org,3.3166247903554
9animetv.to,archiveofourown.org,3.605551275463989
9animetv.to,asuratoon.com,2.0
9animetv.to,asuratoon.com,2.0
9animetv.to,asuratoon.com,2.0
9animetv.to,asuratoon.com,2.23606797749979
9animetv.to,aternos.org,3.1622776601683795
9animetv.to,azure.microsoft.com,2.449489742783178
9animetv.to,azure.microsoft.com,2.6457513110645907
9animetv.to,bato.to,2.6457513110645907
9animetv.to,bato.to,2.8284271247461903
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,beget.com,1.7320508075688772
9animetv.to,betnacional.com,2.449489742783178
9animetv.to,bidmachine.io,2.449489742783178
9animetv.to,bigo.sg,2.6457513110645907
9animetv.to,bitly.com,2.449489742783178
9animetv.to,brainly.co.id,2.23606797749979
9animetv.to,bumble.com,2.0
9animetv.to,bumble.com,2.23606797749979
9animetv.to,byjus.com,1.4142135623730951
9animetv.to,byjus.com,1.7320508075688772
9animetv.to,cardgames.io,3.3166247903554
9animetv.to,cdiscount.com,3.0
9animetv.to,cdiscount.com,3.0
9animetv.to,cdiscount.com,3.1622776601683795
9animetv.to,character.ai,3.605551275463989
9animetv.to,chartbeat.com,2.449489742783178
9animetv.to,chartbeat.com,2.449489742783178
9animetv.to,chartbeat.com,2.449489742783178
9animetv.to,chartbeat.com,2.6457513110645907
9animetv.to,chicago.craigslist.org,3.0
9animetv.to,cloudflare.net,2.0
9animetv.to,cloudflare.net,2.0
9animetv.to,cloudflare.net,2.0
9animetv.to,cloudflare.net,2.23606797749979
9animetv.to,cloudinary.com,2.0
9animetv.to,code.org,2.449489742783178
9animetv.to,coomer.su,3.7416573867739413
9animetv.to,corporate.jd.com,3.3166247903554
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,dan.com,3.1622776601683795
9animetv.to,danbooru.donmai.us,3.3166247903554
9animetv.to,dantri.com.vn,2.8284271247461903
9animetv.to,about.readthedocs.com,2.6457513110645907
9animetv.to,account.dyn.com,2.6457513110645907
9animetv.to,actu.fr,2.6457513110645907
9animetv.to,adroll.com,2.23606797749979
9animetv.to,adroll.com,2.0
9animetv.to,frame91-www.google.com,3.4641016151377544
9animetv.to,akismet.com,2.0
9animetv.to,aniwave.to,3.0
9animetv.to,aniwave.to,2.8284271247461903
9animetv.to,anydesk.com,2.6457513110645907
9animetv.to,anydesk.com,2.6457513110645907
9animetv.to,anydesk.com,2.449489742783178
9animetv.to,apache.org,3.3166247903554
9animetv.to,api.whatsapp.com,3.1622776601683795
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,3.0
9animetv.to,apnews.com,2.8284271247461903
9animetv.to,archive.org,3.1622776601683795
9animetv.to,archiveofourown.org,3.4641016151377544
9animetv.to,asuratoon.com,2.23606797749979
9animetv.to,asuratoon.com,2.23606797749979
9animetv.to,asuratoon.com,2.23606797749979
9animetv.to,asuratoon.com,2.0
9animetv.to,aternos.org,3.0
9animetv.to,azure.microsoft.com,2.6457513110645907
9animetv.to,azure.microsoft.com,2.449489742783178
9animetv.to,bato.to,2.8284271247461903
9animetv.to,bato.to,2.6457513110645907
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.1622776601683795
9animetv.to,bbs.ruliweb.com,3.0
9animetv.to,beget.com,1.4142135623730951
9animetv.to,betnacional.com,2.23606797749979
9animetv.to,bidmachine.io,2.23606797749979
9animetv.to,bigo.sg,2.449489742783178
9animetv.to,bitly.com,2.23606797749979
9animetv.to,brainly.co.id,2.0
9animetv.to,bumble.com,2.23606797749979
9animetv.to,bumble.com,2.0
9animetv.to,byjus.com,1.7320508075688772
9animetv.to,byjus.com,1.4142135623730951
9animetv.to,cardgames.io,3.1622776601683795
9animetv.to,cdiscount.com,3.1622776601683795
9animetv.to,cdiscount.com,3.1622776601683795
9animetv.to,cdiscount.com,3.0
9animetv.to,character.ai,3.4641016151377544
9animetv.to,chartbeat.com,2.6457513110645907
9animetv.to,chartbeat.com,2.6457513110645907
9animetv.to,chartbeat.com,2.6457513110645907
9animetv.to,chartbeat.com,2.449489742783178
9animetv.to,chicago.craigslist.org,2.8284271247461903
9animetv.to,cloudflare.net,2.23606797749979
9animetv.to,cloudflare.net,2.23606797749979
9animetv.to,cloudflare.net,2.23606797749979
9animetv.to,cloudflare.net,2.0
9animetv.to,cloudinary.com,1.7320508075688772
9animetv.to,code.org,2.23606797749979
9animetv.to,coomer.su,3.605551275463989
9animetv.to,corporate.jd.com,3.1622776601683795
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.557438524302
9animetv.to,currently.att.yahoo.com,6.48074069840786
9animetv.to,dan.com,3.0
9animetv.to,danbooru.donmai.us,3.1622776601683795
9animetv.to,dantri.com.vn,3.0
about.readthedocs.com,account.dyn.com,2.0
about.readthedocs.com,actu.fr,2.0
about.readthedocs.com,adroll.com,3.1622776601683795
about.readthedocs.com,adroll.com,3.0
about.readthedocs.com,frame91-www.google.com,2.6457513110645907
about.readthedocs.com,akismet.com,2.6457513110645907
about.readthedocs.com,aniwave.to,1.4142135623730951
about.readthedocs.com,aniwave.to,1.0
about.readthedocs.com,anydesk.com,2.449489742783178
about.readthedocs.com,anydesk.com,2.449489742783178
about.readthedocs.com,anydesk.com,2.23606797749979
about.readthedocs.com,apache.org,2.0
about.readthedocs.com,api.whatsapp.com,2.6457513110645907
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,4.0
about.readthedocs.com,apnews.com,3.872983346207417
about.readthedocs.com,archive.org,2.6457513110645907
about.readthedocs.com,archiveofourown.org,2.23606797749979
about.readthedocs.com,asuratoon.com,3.4641016151377544
about.readthedocs.com,asuratoon.com,3.4641016151377544
about.readthedocs.com,asuratoon.com,3.4641016151377544
about.readthedocs.com,asuratoon.com,3.3166247903554
about.readthedocs.com,aternos.org,1.4142135623730951
about.readthedocs.com,azure.microsoft.com,2.8284271247461903
about.readthedocs.com,azure.microsoft.com,2.6457513110645907
about.readthedocs.com,bato.to,2.23606797749979
about.readthedocs.com,bato.to,2.0
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.123105625617661
about.readthedocs.com,bbs.ruliweb.com,4.0
about.readthedocs.com,beget.com,2.6457513110645907
about.readthedocs.com,betnacional.com,2.0
about.readthedocs.com,bidmachine.io,2.0
about.readthedocs.com,bigo.sg,1.7320508075688772
about.readthedocs.com,bitly.com,2.0
about.readthedocs.com,brainly.co.id,1.7320508075688772
about.readthedocs.com,bumble.com,2.0
about.readthedocs.com,bumble.com,1.7320508075688772
about.readthedocs.com,byjus.com,3.1622776601683795
about.readthedocs.com,byjus.com,3.0
about.readthedocs.com,cardgames.io,2.23606797749979
about.readthedocs.com,cdiscount.com,4.123105625617661
about.readthedocs.com,cdiscount.com,4.123105625617661
about.readthedocs.com,cdiscount.com,4.0
about.readthedocs.com,character.ai,2.23606797749979
about.readthedocs.com,chartbeat.com,2.8284271247461903
about.readthedocs.com,chartbeat.com,2.8284271247461903
about.readthedocs.com,chartbeat.com,2.8284271247461903
about.readthedocs.com,chartbeat.com,2.6457513110645907
about.readthedocs.com,chicago.craigslist.org,2.23606797749979
about.readthedocs.com,cloudflare.net,2.0
about.readthedocs.com,cloudflare.net,2.0
about.readthedocs.com,cloudflare.net,2.0
about.readthedocs.com,cloudflare.net,1.7320508075688772
about.readthedocs.com,cloudinary.com,2.0
about.readthedocs.com,code.org,1.4142135623730951
about.readthedocs.com,coomer.su,2.449489742783178
about.readthedocs.com,corporate.jd.com,2.23606797749979
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0710678118654755
about.readthedocs.com,currently.att.yahoo.com,7.0
about.readthedocs.com,dan.com,2.449489742783178
about.readthedocs.com,danbooru.donmai.us,2.23606797749979
about.readthedocs.com,dantri.com.vn,4.0
account.dyn.com,actu.fr,2.449489742783178
account.dyn.com,adroll.com,2.8284271247461903
account.dyn.com,adroll.com,2.6457513110645907
account.dyn.com,frame91-www.google.com,2.6457513110645907
account.dyn.com,akismet.com,2.23606797749979
account.dyn.com,aniwave.to,2.449489742783178
account.dyn.com,aniwave.to,2.23606797749979
account.dyn.com,anydesk.com,2.0
account.dyn.com,anydesk.com,2.0
account.dyn.com,anydesk.com,1.7320508075688772
account.dyn.com,apache.org,2.449489742783178
account.dyn.com,api.whatsapp.com,3.0
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.7416573867739413
account.dyn.com,apnews.com,3.605551275463989
account.dyn.com,archive.org,2.6457513110645907
account.dyn.com,archiveofourown.org,2.6457513110645907
account.dyn.com,asuratoon.com,3.1622776601683795
account.dyn.com,asuratoon.com,3.1622776601683795
account.dyn.com,asuratoon.com,3.1622776601683795
account.dyn.com,asuratoon.com,3.0
account.dyn.com,aternos.org,2.0
account.dyn.com,azure.microsoft.com,2.449489742783178
account.dyn.com,azure.microsoft.com,2.23606797749979
account.dyn.com,bato.to,2.23606797749979
account.dyn.com,bato.to,2.0
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.872983346207417
account.dyn.com,bbs.ruliweb.com,3.7416573867739413
account.dyn.com,beget.com,2.6457513110645907
account.dyn.com,betnacional.com,1.4142135623730951
account.dyn.com,bidmachine.io,2.449489742783178
account.dyn.com,bigo.sg,2.6457513110645907
account.dyn.com,bitly.com,1.4142135623730951
account.dyn.com,brainly.co.id,1.7320508075688772
account.dyn.com,bumble.com,2.449489742783178
account.dyn.com,bumble.com,2.23606797749979
account.dyn.com,byjus.com,3.1622776601683795
account.dyn.com,byjus.com,3.0
account.dyn.com,cardgames.io,2.6457513110645907
account.dyn.com,cdiscount.com,3.872983346207417
account.dyn.com,cdiscount.com,3.872983346207417
account.dyn.com,cdiscount.com,3.7416573867739413
account.dyn.com,character.ai,2.6457513110645907
account.dyn.com,chartbeat.com,2.449489742783178
account.dyn.com,chartbeat.com,2.449489742783178
account.dyn.com,chartbeat.com,2.449489742783178
account.dyn.com,chartbeat.com,2.23606797749979
account.dyn.com,chicago.craigslist.org,3.0
account.dyn.com,cloudflare.net,2.0
account.dyn.com,cloudflare.net,2.0
account.dyn.com,cloudflare.net,2.0
account.dyn.com,cloudflare.net,1.7320508075688772
account.dyn.com,cloudinary.com,2.0
account.dyn.com,code.org,2.0
account.dyn.com,coomer.su,2.8284271247461903
account.dyn.com,corporate.jd.com,2.23606797749979
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.928203230275509
account.dyn.com,currently.att.yahoo.com,6.855654600401044
account.dyn.com,dan.com,2.449489742783178
account.dyn.com,danbooru.donmai.us,2.6457513110645907
account.dyn.com,dantri.com.vn,3.7416573867739413
actu.fr,adroll.com,3.1622776601683795
actu.fr,adroll.com,3.0
actu.fr,frame91-www.google.com,2.6457513110645907
actu.fr,akismet.com,2.6457513110645907
actu.fr,aniwave.to,2.0
actu.fr,aniwave.to,1.7320508075688772
actu.fr,anydesk.com,2.449489742783178
